,time,attention_levels,is_looking_at_screen_scores,is_blinking_scores,is_reading_scores,attention_scores
0,1749315719.1178675,1,1,False,0,1.0
1,1749315719.1398685,1,1,False,0,1.0
2,1749315719.1585355,1,1,False,0,1.0
3,1749315719.176535,1,1,False,0,1.0
4,1749315719.224537,1,1,False,0,1.0
5,1749315719.2555397,1,1,False,0,1.0
6,1749315719.286537,1,1,False,0,1.0
7,1749315719.3165348,1,1,False,0,1.0
8,1749315719.3490427,1,1,False,0,1.0
9,1749315719.3810432,1,1,False,0,1.0
10,1749315719.4130442,1,1,False,0,1.0
11,1749315719.446058,1,1,False,0,1.0
12,1749315719.477044,1,1,False,0,1.0
13,1749315719.511045,1,1,False,0,1.0
14,1749315719.540044,1,1,False,0,1.0
15,1749315719.5730457,1,1,False,0,1.0
16,1749315719.6060445,1,1,False,0,1.0
17,1749315719.6380436,1,1,False,0,1.0
18,1749315719.6860569,1,1,False,0,1.0
19,1749315719.718046,1,1,False,0,1.0
20,1749315719.7498102,1,1,False,0,1.0
21,1749315719.7828207,1,1,False,0,1.0
22,1749315719.8138056,1,1,False,0,1.0
23,1749315719.8488073,1,1,False,0,1.0
24,1749315719.876811,1,1,False,0,1.0
25,1749315719.909806,1,1,False,0,1.0
26,1749315719.9448054,1,1,False,0,1.0
27,1749315719.9738126,1,1,False,0,1.0
28,1749315720.0068078,1,1,False,0,1.0
29,1749315720.0378087,1,1,False,0,1.0
30,1749315720.0868459,1,1,False,0,1.0
31,1749315720.1168122,1,1,False,0,1.0
32,1749315720.148807,1,1,False,0,1.0
33,1749315720.18081,1,1,False,0,1.0
34,1749315720.2148113,1,1,False,0,1.0
35,1749315720.2478065,1,1,False,0,1.0
36,1749315720.2788055,1,1,False,0,1.0
37,1749315720.3268056,1,1,False,0,1.0
38,1749315720.361806,1,1,False,0,1.0
39,1749315720.391831,1,1,False,0,1.0
40,1749315720.4228096,1,1,False,0,1.0
41,1749315720.4528065,1,1,False,0,1.0
42,1749315720.487808,1,1,False,0,1.0
43,1749315720.533835,1,1,False,0,1.0
44,1749315720.55081,1,1,False,0,1.0
45,1749315720.5688064,1,1,False,0,1.0
46,1749315720.5978103,1,1,False,0,1.0
47,1749315720.6298094,1,1,False,0,1.0
48,1749315720.6628175,1,1,False,0,1.0
49,1749315720.725477,1,1,False,0,1.0
50,1749315720.7743373,1,1,False,0,1.0
51,1749315720.7913423,1,1,False,0,1.0
52,1749315720.8113372,1,1,False,0,1.0
53,1749315720.8365664,1,1,False,0,1.0
54,1749315720.870245,1,1,False,0,1.0
55,1749315720.89921,1,1,False,0,1.0
56,1749315720.9452622,1,1,False,0,1.0
57,1749315720.9656658,1,1,False,0,1.0
58,1749315720.9960785,1,1,False,0,1.0
59,1749315721.0288143,1,1,False,0,1.0
60,1749315721.077921,1,1,False,0,1.0
61,1749315721.108159,1,1,False,0,1.0
62,1749315721.1398847,1,1,False,0,1.0
63,1749315721.1708212,1,1,False,0,1.0
64,1749315721.2047732,1,1,False,0,1.0
65,1749315721.238442,1,1,False,0,1.0
