,time,attention_levels,is_looking_at_screen_scores,is_blinking_scores,is_reading_scores,attention_scores
0,1750256361.9294696,1,1,False,0,1.0
1,1750256361.9735053,1,1,False,0,1.0
2,1750256361.992522,1,1,False,0,1.0
3,1750256362.0105214,1,1,False,0,1.0
4,1750256362.0415394,1,1,False,0,1.0
5,1750256362.0705373,1,1,False,0,1.0
6,1750256362.0885358,1,1,False,0,1.0
7,1750256362.107534,1,1,False,0,1.0
8,1750256362.128534,1,1,False,0,1.0
9,1750256362.1591532,1,1,False,0,1.0
10,1750256362.1912796,1,1,False,0,1.0
11,1750256362.2247405,1,1,False,0,1.0
12,1750256362.256078,1,1,False,0,1.0
13,1750256362.2860782,1,1,False,0,1.0
14,1750256362.3176873,1,1,False,0,1.0
15,1750256362.3520603,1,1,False,0,1.0
16,1750256362.3837621,1,1,False,0,1.0
17,1750256362.4152944,1,1,False,0,1.0
18,1750256362.4472256,1,1,False,0,1.0
19,1750256362.4953694,1,1,False,0,1.0
20,1750256362.5401547,1,1,False,0,1.0
21,1750256362.5611835,1,1,False,0,1.0
22,1750256362.5906787,1,1,False,0,1.0
23,1750256362.6222875,1,1,False,0,1.0
24,1750256362.6541555,1,1,False,0,1.0
25,1750256362.6860924,1,1,False,0,1.0
26,1750256362.7194219,1,1,False,0,1.0
27,1750256362.7625062,1,1,False,0,1.0
28,1750256362.7855606,1,1,False,0,1.0
29,1750256362.8159685,1,1,False,0,1.0
30,1750256362.848305,1,1,False,0,1.0
31,1750256362.8832097,1,1,False,0,1.0
32,1750256362.9114833,1,1,False,0,1.0
33,1750256362.9631386,1,1,False,0,1.0
34,1750256362.994524,1,1,False,0,1.0
35,1750256363.027337,1,1,False,0,1.0
36,1750256363.0613663,1,1,False,0,1.0
37,1750256363.090814,1,1,False,0,1.0
38,1750256363.1226816,1,1,False,0,1.0
39,1750256363.1558487,1,1,False,0,1.0
40,1750256363.184707,1,1,False,0,1.0
41,1750256363.2178807,1,1,False,0,1.0
42,1750256363.2472663,1,1,False,0,1.0
43,1750256363.2797325,1,1,False,0,1.0
44,1750256363.3138926,1,1,False,0,1.0
45,1750256363.3443925,1,1,False,0,1.0
46,1750256363.3765116,1,1,False,0,1.0
47,1750256363.4229803,1,1,False,0,1.0
48,1750256363.4541779,1,1,False,0,1.0
49,1750256363.4865596,1,1,False,0,1.0
50,1750256363.521166,1,1,False,0,1.0
51,1750256363.5500546,1,1,False,0,1.0
52,1750256363.5841806,1,1,False,0,1.0
53,1750256363.6316442,1,1,False,0,1.0
54,1750256363.6609418,1,1,False,0,1.0
55,1750256363.6954505,1,1,False,0,1.0
56,1750256363.7370715,1,1,False,0,1.0
57,1750256363.7582517,1,1,False,0,1.0
58,1750256363.791018,1,1,False,0,1.0
59,1750256363.8225782,1,1,False,0,1.0
60,1750256363.8398569,1,1,False,0,1.0
61,1750256363.907743,1,1,False,0,1.0
62,1750256363.935704,1,1,False,0,1.0
63,1750256363.966173,1,1,False,0,1.0
64,1750256363.9998388,1,1,False,0,1.0
65,1750256364.0307617,1,1,False,0,1.0
66,1750256364.077639,1,1,False,0,1.0
67,1750256364.0954993,1,1,False,0,1.0
68,1750256364.1126745,1,1,False,0,1.0
69,1750256364.1419165,1,1,False,0,1.0
70,1750256364.1734288,1,1,False,0,1.0
71,1750256364.205823,1,1,False,0,1.0
72,1750256364.2399855,1,1,False,0,1.0
73,1750256364.3024154,1,1,False,0,1.0
74,1750256364.3344846,1,1,False,0,1.0
75,1750256364.3674195,1,1,False,0,1.0
76,1750256364.3867288,1,1,False,0,1.0
77,1750256364.4152353,1,1,False,0,1.0
78,1750256364.4453015,1,1,False,0,1.0
79,1750256364.478211,1,1,False,0,1.0
80,1750256364.512252,1,1,False,0,1.0
81,1750256364.5426912,1,1,False,0,1.0
82,1750256364.5736694,1,1,False,0,1.0
83,1750256364.6079214,1,1,False,0,1.0
84,1750256364.641536,1,1,False,0,1.0
85,1750256364.7023277,1,1,False,0,1.0
86,1750256364.7347164,1,1,False,0,1.0
87,1750256364.7664733,1,1,False,0,1.0
88,1750256364.7998595,1,1,False,0,1.0
89,1750256364.8316822,1,1,False,0,1.0
90,1750256364.8479798,1,1,False,0,1.0
91,1750256364.8771234,1,1,False,0,1.0
92,1750256364.9218073,1,1,False,0,1.0
93,1750256364.9437778,1,1,False,0,1.0
94,1750256364.9742482,1,1,False,0,1.0
95,1750256365.0065982,1,1,False,0,1.0
96,1750256365.0384119,1,1,False,0,1.0
97,1750256365.102143,1,1,False,0,1.0
98,1750256365.1353698,1,1,False,0,1.0
99,1750256365.1665578,1,1,False,0,1.0
100,1750256365.1986117,1,1,False,0,1.0
101,1750256365.2295825,1,1,False,0,1.0
102,1750256365.2609758,1,1,False,0,1.0
103,1750256365.294411,1,1,False,0,1.0
104,1750256365.3114126,1,1,False,0,1.0
105,1750256365.3424284,1,1,False,0,1.0
106,1750256365.3735712,1,1,False,0,1.0
107,1750256365.4065418,1,1,False,0,1.0
108,1750256365.4390302,1,1,False,0,1.0
109,1750256365.502759,1,1,False,0,1.0
110,1750256365.534179,1,1,False,0,1.0
111,1750256365.5655236,1,1,False,0,1.0
112,1750256365.5986555,1,1,False,0,1.0
113,1750256365.6298373,1,1,False,0,1.0
114,1750256365.662257,1,1,False,0,1.0
115,1750256365.6941237,1,1,False,0,1.0
116,1750256365.726233,1,1,False,0,1.0
117,1750256365.7569382,1,1,False,0,1.0
118,1750256365.7742434,1,1,False,0,1.0
119,1750256365.8052392,1,1,False,0,1.0
120,1750256365.8417165,1,1,False,0,1.0
121,1750256365.9027853,1,1,False,0,1.0
122,1750256365.933808,1,1,False,0,1.0
123,1750256365.9671555,1,1,False,0,1.0
124,1750256365.9994893,1,1,False,0,1.0
125,1750256366.0313928,1,1,False,0,1.0
126,1750256366.0630522,1,1,False,0,1.0
127,1750256366.0948014,1,1,False,0,1.0
128,1750256366.1290824,1,1,False,0,1.0
129,1750256366.1598659,1,1,False,0,1.0
130,1750256366.1906893,1,1,True,0,1.0
131,1750256366.2214646,1,1,True,0,1.0
132,1750256366.238086,1,1,True,0,1.0
133,1750256366.3020835,1,1,False,0,1.0
134,1750256366.3458703,1,1,False,0,1.0
135,1750256366.3713226,1,1,False,0,1.0
136,1750256366.4025402,1,1,False,0,1.0
137,1750256366.436402,1,1,False,0,1.0
138,1750256366.468594,1,1,False,0,1.0
139,1750256366.497254,1,1,False,0,1.0
140,1750256366.529595,1,1,False,0,1.0
141,1750256366.5603354,1,1,False,0,1.0
142,1750256366.5917187,1,1,True,0,1.0
143,1750256366.6239421,1,1,True,0,1.0
144,1750256366.6544547,1,1,True,0,1.0
145,1750256366.6860602,1,1,False,0,1.0
146,1750256366.7359934,1,1,False,0,1.0
147,1750256366.766855,1,1,False,0,1.0
148,1750256366.800536,1,1,False,0,1.0
149,1750256366.8313503,1,1,False,0,1.0
150,1750256366.8656015,1,1,False,0,1.0
151,1750256366.8949187,1,1,False,0,1.0
152,1750256366.9279273,1,1,False,0,1.0
153,1750256366.9616406,1,1,False,0,1.0
154,1750256366.9922843,1,1,False,0,1.0
155,1750256367.025466,1,1,False,0,1.0
156,1750256367.0554943,1,1,False,0,1.0
157,1750256367.0874708,1,1,False,0,1.0
158,1750256367.12031,1,1,False,0,1.0
159,1750256367.152401,1,1,False,0,1.0
160,1750256367.1989684,1,1,False,0,1.0
161,1750256367.230541,1,1,False,0,1.0
162,1750256367.2630804,1,1,False,0,1.0
163,1750256367.2968228,1,1,False,0,1.0
164,1750256367.3265405,1,1,False,0,1.0
165,1750256367.3605654,1,1,False,0,1.0
166,1750256367.3924544,1,1,False,0,1.0
167,1750256367.4239833,1,1,False,0,1.0
168,1750256367.456704,1,1,False,0,1.0
169,1750256367.4866552,1,1,False,0,1.0
170,1750256367.5211406,1,1,False,0,1.0
171,1750256367.5530326,1,1,False,0,1.0
172,1750256367.5845997,1,1,False,0,1.0
173,1750256367.6142116,1,1,False,0,1.0
174,1750256367.6633642,1,1,False,0,1.0
175,1750256367.6953964,1,1,False,0,1.0
176,1750256367.7282183,1,1,False,0,1.0
177,1750256367.7592216,1,1,False,0,1.0
178,1750256367.7907064,1,1,False,0,1.0
179,1750256367.824699,1,1,False,0,1.0
180,1750256367.8560755,1,1,False,0,1.0
181,1750256367.8883896,1,1,False,0,1.0
182,1750256367.9197817,1,1,False,0,1.0
183,1750256367.953286,1,1,False,0,1.0
184,1750256367.9839923,1,1,False,0,1.0
185,1750256368.0156634,1,1,False,0,1.0
186,1750256368.0483997,1,1,False,0,1.0
187,1750256368.082921,1,1,False,0,1.0
188,1750256368.1318252,1,1,False,0,1.0
189,1750256368.1603594,1,1,False,0,1.0
190,1750256368.191556,1,1,False,0,1.0
191,1750256368.2228692,1,1,False,0,1.0
192,1750256368.2562313,1,1,False,0,1.0
193,1750256368.286467,1,1,False,0,1.0
194,1750256368.3191009,1,1,False,0,1.0
195,1750256368.3514593,1,1,False,0,1.0
196,1750256368.3818057,1,1,False,0,1.0
197,1750256368.4171731,1,1,False,0,1.0
198,1750256368.44903,1,1,False,0,1.0
199,1750256368.4811132,1,1,False,0,1.0
200,1750256368.5127273,1,1,False,0,1.0
201,1750256368.5461888,1,1,False,0,1.0
202,1750256368.5983403,1,1,False,0,1.0
203,1750256368.6297977,1,1,False,0,1.0
204,1750256368.6618052,1,1,False,0,1.0
205,1750256368.6934917,1,1,False,0,1.0
206,1750256368.724468,1,1,False,0,1.0
207,1750256368.7566519,1,1,False,0,1.0
208,1750256368.7887106,1,1,False,0,1.0
209,1750256368.818656,1,1,False,0,1.0
210,1750256368.848356,1,1,False,0,1.0
211,1750256368.880084,1,1,False,0,1.0
212,1750256368.9134662,1,1,False,0,1.0
213,1750256368.946038,1,1,False,0,1.0
214,1750256368.9785204,1,1,False,0,1.0
215,1750256369.0091488,1,1,False,0,1.0
216,1750256369.0576704,1,1,False,0,1.0
217,1750256369.0903542,1,1,False,0,1.0
218,1750256369.1238887,1,1,False,0,1.0
219,1750256369.1528182,1,1,False,0,1.0
220,1750256369.1906657,1,1,False,0,1.0
221,1750256369.2199476,1,1,False,0,1.0
222,1750256369.2482271,1,1,False,0,1.0
223,1750256369.2814834,1,1,False,0,1.0
224,1750256369.3108726,1,1,False,0,1.0
225,1750256369.3422725,1,1,False,0,1.0
226,1750256369.3764865,1,1,False,0,1.0
227,1750256369.4081306,1,1,False,0,1.0
228,1750256369.4400501,1,1,False,0,1.0
229,1750256369.4724123,1,1,False,0,1.0
230,1750256369.5198686,1,1,False,0,1.0
231,1750256369.5503883,1,1,False,0,1.0
232,1750256369.5837731,1,1,False,0,1.0
233,1750256369.6169953,1,1,False,0,1.0
234,1750256369.6492286,1,1,False,0,1.0
235,1750256369.6809683,1,1,False,0,1.0
236,1750256369.7124815,1,1,False,0,1.0
237,1750256369.7441237,1,1,False,0,1.0
238,1750256369.7768626,1,1,False,0,1.0
239,1750256369.8079464,1,1,False,0,1.0
240,1750256369.8410084,1,1,False,0,1.0
241,1750256369.9045105,1,1,False,0,1.0
242,1750256369.9369218,1,1,False,0,1.0
243,1750256369.9851968,1,1,False,0,1.0
244,1750256370.0062299,1,1,False,0,1.0
245,1750256370.0257547,1,1,False,0,1.0
246,1750256370.054741,1,1,False,0,1.0
247,1750256370.086537,1,1,False,0,1.0
248,1750256370.1136732,1,1,False,0,1.0
249,1750256370.1489081,1,1,False,0,1.0
250,1750256370.1787817,1,1,False,0,1.0
251,1750256370.2086828,1,1,False,0,1.0
252,1750256370.2404335,1,1,False,0,1.0
253,1750256370.3067002,1,1,False,0,1.0
254,1750256370.3418922,1,1,False,0,1.0
255,1750256370.3735735,1,1,False,0,1.0
256,1750256370.405982,1,1,False,0,1.0
257,1750256370.4530952,1,1,False,0,1.0
258,1750256370.473352,1,1,False,0,1.0
259,1750256370.490864,1,1,False,0,1.0
260,1750256370.5155797,1,1,False,0,1.0
261,1750256370.546131,1,1,False,0,1.0
262,1750256370.5775495,1,1,False,0,1.0
263,1750256370.6078682,1,1,False,0,1.0
264,1750256370.6402736,1,1,False,0,1.0
265,1750256370.704904,1,1,False,0,1.0
266,1750256370.7364056,1,1,False,0,1.0
267,1750256370.7679915,1,1,False,0,1.0
268,1750256370.799139,1,1,False,0,1.0
269,1750256370.8325114,1,1,False,0,1.0
270,1750256370.863976,1,1,False,0,1.0
271,1750256370.9125314,1,1,False,0,1.0
272,1750256370.930277,1,1,False,0,1.0
273,1750256370.948339,1,1,False,0,1.0
274,1750256370.9752862,1,1,False,0,1.0
275,1750256371.0098584,1,1,False,0,1.0
276,1750256371.0405543,1,1,False,0,1.0
277,1750256371.1068485,1,1,False,0,1.0
278,1750256371.1398077,1,1,False,0,1.0
279,1750256371.1713574,1,1,False,0,1.0
280,1750256371.2036247,1,1,False,0,1.0
281,1750256371.2356055,1,1,False,0,1.0
282,1750256371.266314,1,1,False,0,1.0
283,1750256371.2975338,1,1,False,0,1.0
284,1750256371.3281703,1,1,False,0,1.0
285,1750256371.3623884,1,1,False,0,1.0
286,1750256371.384389,1,1,False,0,1.0
287,1750256371.4077861,1,1,False,0,1.0
288,1750256371.440132,1,1,False,0,1.0
289,1750256371.507147,1,1,False,0,1.0
290,1750256371.5371742,1,1,False,0,1.0
291,1750256371.5692523,1,1,False,0,1.0
292,1750256371.6012077,1,1,False,0,1.0
293,1750256371.6332085,1,1,False,0,1.0
294,1750256371.6652217,1,1,False,0,1.0
295,1750256371.6970081,1,1,False,0,1.0
296,1750256371.729512,1,1,False,0,1.0
297,1750256371.7612906,1,1,False,0,1.0
298,1750256371.793217,1,1,False,0,1.0
299,1750256371.8248692,1,1,False,0,1.0
300,1750256371.8438404,1,1,False,0,1.0
301,1750256371.906843,1,1,False,0,1.0
302,1750256371.9405293,1,1,False,0,1.0
303,1750256371.971336,1,1,False,0,1.0
304,1750256372.0048573,1,1,False,0,1.0
305,1750256372.0388508,1,1,False,0,1.0
306,1750256372.071369,1,1,False,0,1.0
307,1750256372.1028855,1,1,False,0,1.0
308,1750256372.1334016,1,1,False,0,1.0
309,1750256372.1609228,1,1,False,0,1.0
310,1750256372.1934614,1,1,False,0,1.0
311,1750256372.2225182,1,1,False,0,1.0
312,1750256372.270879,1,1,False,0,1.0
313,1750256372.30389,1,1,False,0,1.0
314,1750256372.3484235,1,1,False,0,1.0
315,1750256372.3724825,1,1,False,0,1.0
316,1750256372.4086573,1,1,False,0,1.0
317,1750256372.4318686,1,1,False,0,1.0
318,1750256372.4640152,1,1,False,0,1.0
319,1750256372.4967644,1,1,False,0,1.0
320,1750256372.5302434,1,1,False,0,1.0
321,1750256372.577842,1,1,False,0,1.0
322,1750256372.5977757,1,1,False,0,1.0
323,1750256372.6178236,1,1,False,0,1.0
324,1750256372.641573,1,1,True,0,1.0
325,1750256372.7044551,1,1,False,0,1.0
326,1750256372.7369168,1,1,False,0,1.0
327,1750256372.7687814,1,1,False,0,1.0
328,1750256372.7861543,1,1,False,0,1.0
329,1750256372.8154466,1,1,False,0,1.0
330,1750256372.8475308,1,1,False,0,1.0
331,1750256372.8803434,1,1,False,0,1.0
332,1750256372.9126043,1,1,False,0,1.0
333,1750256372.9438627,1,1,False,0,1.0
334,1750256372.9768994,1,1,False,0,1.0
335,1750256373.0246558,1,1,False,0,1.0
