timestamp,nudge,attn
1749478080.6468573,False,1.0
1749478080.714134,False,1.0
1749478080.744735,False,1.0
1749478080.7747388,False,1.0
1749478080.8027291,False,1.0
1749478080.8324697,False,1.0
1749478080.865125,False,1.0
1749478080.894561,False,1.0
1749478080.9221938,False,1.0
1749478081.007088,False,1.0
1749478081.0364194,False,1.0
1749478081.075068,False,1.0
1749478081.1226368,False,1.0
1749478081.1654563,False,1.0
1749478081.20638,False,1.0
1749478081.2312727,False,1.0
1749478081.258133,False,1.0
1749478081.289313,False,1.0
1749478081.3222396,False,1.0
1749478081.3534675,False,1.0
1749478081.38404,False,1.0
1749478081.4197135,False,1.0
1749478081.4677563,False,1.0
1749478081.4979124,False,1.0
1749478081.5299866,False,1.0
1749478081.562628,False,1.0
1749478081.5912795,False,1.0
1749478081.6246219,False,1.0
1749478081.6561587,False,1.0
1749478081.7050586,False,1.0
1749478081.7335694,False,1.0
1749478081.7699735,False,1.0
1749478081.8008542,False,1.0
1749478081.8321142,False,1.0
1749478081.8654442,False,1.0
1749478081.8978505,False,1.0
1749478081.92832,False,1.0
1749478081.9574454,False,1.0
1749478081.99433,False,1.0
1749478082.0263515,False,1.0
1749478082.050139,False,1.0
1749478082.0685928,False,1.0
1749478082.096812,False,1.0
1749478082.1423993,False,1.0
1749478082.17582,False,1.0
1749478082.2097082,False,1.0
1749478082.239418,False,1.0
1749478082.271419,False,1.0
1749478082.304217,False,1.0
1749478082.3353205,False,1.0
1749478082.3672693,False,1.0
1749478082.3989642,False,1.0
1749478082.4299412,False,1.0
1749478082.4605908,False,1.0
1749478082.5030906,False,1.0
1749478082.5767307,False,1.0
1749478082.6133351,False,1.0
1749478082.6583364,False,1.0
1749478082.6972654,False,1.0
1749478082.730416,False,1.0
1749478082.765885,False,1.0
1749478082.8003304,False,1.0
1749478082.8347158,False,1.0
1749478082.867329,False,1.0
1749478082.9029963,False,1.0
1749478082.9348733,False,1.0
1749478082.969868,False,1.0
1749478083.0044823,False,1.0
1749478083.0391164,False,1.0
1749478083.0716112,False,1.0
1749478083.104697,False,1.0
1749478083.1396968,False,1.0
1749478083.1721487,False,1.0
1749478083.2046516,False,1.0
1749478083.2368717,False,1.0
1749478083.2700968,False,1.0
1749478083.302432,False,1.0
1749478083.3348515,False,1.0
1749478083.369625,False,1.0
1749478083.4073706,False,1.0
1749478083.4420533,False,1.0
1749478083.4668353,False,1.0
1749478083.4829845,False,1.0
1749478083.5004725,False,1.0
1749478083.5244808,False,1.0
1749478083.5530581,False,1.0
1749478083.5881863,False,1.0
1749478083.623376,False,1.0
1749478083.6583695,False,1.0
1749478083.693765,False,1.0
1749478083.7305553,False,1.0
1749478083.7725585,False,1.0
1749478083.8143427,False,1.0
1749478083.8520067,False,1.0
1749478083.8949573,False,1.0
1749478083.9308417,False,1.0
1749478083.9750748,False,1.0
1749478084.0129955,False,1.0
1749478084.047047,False,1.0
1749478084.082779,False,1.0
1749478084.116874,False,1.0
1749478084.1494558,False,1.0
1749478084.1820588,False,1.0
1749478084.2157423,False,1.0
1749478084.2522736,False,1.0
1749478084.2869086,False,1.0
1749478084.3245916,False,1.0
1749478084.3589122,False,1.0
1749478084.397898,False,1.0
1749478084.433887,False,1.0
1749478084.470317,False,1.0
1749478084.5084243,False,1.0
1749478084.5505607,False,1.0
1749478084.5867188,False,1.0
1749478084.619115,False,1.0
1749478084.6497083,False,1.0
1749478084.6807477,False,1.0
1749478084.7118883,False,1.0
1749478084.7434359,False,1.0
1749478084.7794034,False,1.0
1749478084.8199575,False,1.0
1749478084.85364,False,1.0
1749478084.8839421,False,1.0
1749478084.9153564,False,1.0
1749478084.9724665,False,1.0
1749478085.0056348,False,1.0
1749478085.039244,False,1.0
1749478085.0729005,False,1.0
1749478085.106195,False,1.0
1749478085.1390128,False,1.0
1749478085.1717477,False,1.0
1749478085.205739,False,1.0
1749478085.2383885,False,1.0
1749478085.2707224,False,1.0
1749478085.3023748,False,1.0
1749478085.3358545,False,1.0
1749478085.3684795,False,1.0
1749478085.4066122,False,1.0
1749478085.4371035,False,1.0
1749478085.4680054,False,1.0
1749478085.5036788,False,1.0
1749478085.535674,False,1.0
1749478085.5673406,False,1.0
1749478085.5993001,False,1.0
1749478085.632007,False,1.0
1749478085.6631763,False,1.0
1749478085.6962314,False,1.0
1749478085.7264826,False,1.0
1749478085.7593746,False,1.0
1749478085.7944915,False,1.0
1749478085.8247614,False,1.0
1749478085.8692045,False,1.0
1749478085.8998878,False,1.0
1749478085.9311275,False,1.0
1749478085.9639928,False,1.0
1749478085.999096,False,1.0
1749478086.0287952,False,1.0
1749478086.0617528,False,1.0
1749478086.093123,False,1.0
1749478086.1250463,False,1.0
1749478086.1558506,False,1.0
1749478086.1900833,False,1.0
1749478086.2207355,False,1.0
1749478086.2533758,False,1.0
1749478086.2842515,False,1.0
1749478086.3337502,False,1.0
1749478086.364925,False,1.0
1749478086.3975618,False,1.0
1749478086.4297013,False,1.0
1749478086.461756,False,1.0
1749478086.4959068,False,1.0
1749478086.5283413,False,1.0
1749478086.5609064,False,1.0
1749478086.593704,False,1.0
1749478086.6281133,False,1.0
1749478086.6623044,False,1.0
1749478086.6932766,False,1.0
1749478086.7239223,False,1.0
1749478086.7565885,False,1.0
1749478086.7987082,False,1.0
1749478086.832807,False,1.0
1749478086.868152,False,1.0
1749478086.9073706,False,1.0
1749478086.9471076,False,1.0
1749478086.9912887,False,1.0
1749478087.0235026,False,1.0
1749478087.046838,False,1.0
