timestamp,nudge,attn
1751015988.235914,False,1.0
1751015988.2689142,False,1.0
1751015988.287916,False,1.0
1751015988.3059146,False,1.0
1751015988.3387191,False,1.0
1751015988.3695798,False,1.0
1751015988.4014313,False,1.0
1751015988.4332385,False,1.0
1751015988.4633377,False,1.0
1751015988.4968197,False,1.0
1751015988.529249,False,1.0
1751015988.559008,False,1.0
1751015988.5919147,False,1.0
1751015988.62388,False,1.0
1751015988.6568813,False,1.0
1751015988.6908932,False,1.0
1751015988.7206328,False,1.0
1751015988.7546046,False,1.0
1751015988.8026392,False,1.0
1751015988.8336473,False,1.0
1751015988.8656263,False,1.0
1751015988.8986192,False,1.0
1751015988.93363,False,1.0
1751015988.963638,False,1.0
1751015988.996615,False,1.0
1751015989.0276186,False,1.0
1751015989.0566213,False,1.0
1751015989.089618,False,1.0
1751015989.122615,False,1.0
1751015989.1536162,False,1.0
1751015989.1876144,False,1.0
1751015989.216618,False,1.0
1751015989.2656147,False,1.0
1751015989.2996294,False,1.0
1751015989.3336139,False,1.0
1751015989.3616142,False,1.0
1751015989.3976176,False,1.0
1751015989.4276147,False,1.0
1751015989.4566185,False,1.0
1751015989.4946537,False,1.0
1751015989.524614,False,1.0
1751015989.5696187,False,1.0
1751015989.604615,False,1.0
1751015989.6326149,False,1.0
1751015989.6646519,False,1.0
1751015989.7086651,False,1.0
1751015989.7376678,False,1.0
1751015989.7681997,False,1.0
1751015989.8161983,False,1.0
1751015989.8420553,False,1.0
1751015989.872986,False,1.0
1751015989.9019704,False,1.0
1751015989.9349713,False,1.0
1751015989.967447,False,1.0
1751015990.0142875,False,1.0
1751015990.030256,False,1.0
1751015990.0492525,False,1.0
1751015990.0807905,False,1.0
1751015990.1142972,False,1.0
1751015990.1430113,False,1.0
1751015990.2072043,False,1.0
1751015990.2242045,False,1.0
1751015990.2563517,False,1.0
1751015990.2871833,False,1.0
1751015990.3200378,False,1.0
1751015990.3517673,False,1.0
1751015990.384658,False,1.0
1751015990.4169424,False,1.0
1751015990.4484956,False,1.0
1751015990.480762,False,1.0
1751015990.5108957,False,1.0
1751015990.5447946,False,1.0
1751015990.6110382,False,1.0
1751015990.641245,False,1.0
1751015990.670959,False,1.0
1751015990.68586,False,1.0
1751015990.7199078,False,1.0
1751015990.752531,False,1.0
1751015990.784127,False,1.0
1751015990.815265,False,1.0
1751015990.8493247,False,1.0
1751015990.8808203,False,1.0
1751015990.9133003,False,1.0
1751015990.9463043,False,1.0
1751015991.0091503,False,1.0
1751015991.042338,False,1.0
1751015991.0732164,False,1.0
1751015991.1050253,False,1.0
1751015991.1348171,False,1.0
1751015991.1528924,False,1.0
1751015991.183829,False,1.0
1751015991.215144,False,1.0
1751015991.2497087,False,1.0
1751015991.2814908,False,1.0
1751015991.3132956,False,1.0
1751015991.3451915,False,1.0
1751015991.4080458,False,1.0
1751015991.4412508,False,1.0
1751015991.471945,False,1.0
1751015991.505796,False,1.0
1751015991.5359278,False,1.0
1751015991.5683403,False,1.0
1751015991.6001053,False,1.0
1751015991.616196,False,1.0
1751015991.6484532,False,1.0
1751015991.6824524,False,1.0
1751015991.7134523,False,1.0
1751015991.7430303,False,1.0
1751015991.8135304,False,1.0
1751015991.8458004,False,1.0
1751015991.8789806,False,1.0
1751015991.9085646,False,1.0
1751015991.9412026,False,1.0
1751015991.9704485,False,1.0
1751015992.0011709,False,1.0
1751015992.0318563,False,1.0
1751015992.065021,False,1.0
1751015992.1138985,False,1.0
1751015992.1329467,False,1.0
1751015992.1489105,False,1.0
1751015992.2159424,False,1.0
1751015992.248063,False,1.0
1751015992.2780905,False,1.0
1751015992.3064246,False,1.0
1751015992.3384242,False,1.0
1751015992.3683858,False,1.0
1751015992.405571,False,1.0
1751015992.4357963,False,1.0
1751015992.4649675,False,1.0
1751015992.4956543,False,1.0
1751015992.5292268,False,1.0
1751015992.5796905,False,1.0
1751015992.6116428,False,1.0
1751015992.6438887,False,1.0
1751015992.6724916,False,1.0
1751015992.7036433,False,1.0
1751015992.733479,False,1.0
1751015992.770493,False,1.0
1751015992.801833,False,1.0
1751015992.8333588,False,1.0
1751015992.8651326,False,1.0
1751015992.8971553,False,1.0
1751015992.9302638,False,1.0
1751015992.9625692,False,1.0
1751015992.995008,False,1.0
1751015993.042365,False,1.0
1751015993.0756984,False,1.0
1751015993.1076217,False,1.0
1751015993.1361141,False,1.0
1751015993.1687906,False,1.0
1751015993.201349,False,1.0
1751015993.2347472,False,1.0
1751015993.26589,False,1.0
1751015993.298664,False,1.0
1751015993.330719,False,1.0
1751015993.3617578,False,1.0
1751015993.3945436,False,1.0
1751015993.425916,False,1.0
1751015993.458342,False,1.0
1751015993.489713,False,1.0
1751015993.5402465,False,1.0
1751015993.570661,False,1.0
1751015993.6019666,False,1.0
1751015993.6347723,False,1.0
1751015993.665349,False,1.0
1751015993.6990364,False,1.0
1751015993.730245,False,1.0
1751015993.762827,False,1.0
1751015993.796057,False,1.0
1751015993.829726,False,1.0
1751015993.8623822,False,1.0
1751015993.8932047,False,1.0
1751015993.925598,False,1.0
1751015993.9581678,False,1.0
1751015994.0044434,False,1.0
1751015994.0353274,False,1.0
1751015994.0676312,False,1.0
1751015994.0981746,False,1.0
1751015994.131336,False,1.0
1751015994.161236,False,1.0
1751015994.19386,False,1.0
1751015994.226882,False,1.0
1751015994.2583785,False,1.0
1751015994.2906976,False,1.0
1751015994.3234148,False,1.0
1751015994.3550146,False,1.0
